Restrição de Atendimento;Escola;Código INEP;UF;Município;Localização;Localidade Diferenciada;Categoria Administrativa;Endereço;Telefone;Dependência Administrativa;Categoria Escola Privada;Conveniada Poder Público;Regulamentação pelo Conselho de Educação;Porte da Escola;Etapas e Modalidade de Ensino Oferecidas;Outras Ofertas Educacionais;Latitude;Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC ARTHUR MAIA DE CARVALHO;12021920;AC;Cruzeiro do Sul;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA SOLIMOES, 604 ARTUR MAIA. 69980-000 Cruzeiro do Sul - AC.";(68) 33226504;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-7.6207047;-72.6842642
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC RAIMUNDA DE OLIVEIRA AMORIM;12021938;AC;Cruzeiro do Sul;Rural;A escola não está em área de localização diferenciada;Pública;"BR 307 COMUNIDADE SANTA MARIA, 69980-000 Cruzeiro do Sul - AC.";(68) 33221081;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC FRANCISCA MARIA DE SOUZA;12021954;AC;Cruzeiro do Sul;Rural;A escola não está em área de localização diferenciada;Pública;"COMUNIDADE PATOA, 69980-000 Cruzeiro do Sul - AC.";;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MARIA LIMA DE SOUZA;12021962;AC;Cruzeiro do Sul;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA AMAZONAS, 261 PROXIMO AO POSTO. COBAL. 69980-000 Cruzeiro do Sul - AC.";(68) 33225066;Estadual;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-7.6290704;-72.6574019
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC JOSE CASSIMIRO DE ALMEIDA;12021989;AC;Rodrigues Alves;Rural;A escola não está em área de localização diferenciada;Pública;"LUZEIRO, PREDIO. ZONA RURAL. 69985-000 Rodrigues Alves - AC.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos";Atendimento Educacional Especializado;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC FRANCISCO BRAGA DE SOUZA;12022004;AC;Rodrigues Alves;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA TARAUACA, 638 CASA. CENTRO. 69985-000 Rodrigues Alves - AC.";;Estadual;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;"Ensino Médio, Educação Profissional";Atendimento Educacional Especializado;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC RAIO DE LUZ;12022012;AC;Porto Acre;Rural;A escola não está em área de localização diferenciada;Pública;"RAMAL LEONARDO KM 19, 1232 ZONA RURAL. 69927-000 Porto Acre - AC.";(68) 99353840;Municipal;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MARCIONILIA ALMIRA DE ARAUJO;12022047;AC;Assis Brasil;Rural;A escola não está em área de localização diferenciada;Pública;"SGAL. ICURIA COL.BOM SUCESSO, 69935-000 Assis Brasil - AC.";(68) 999836076;Municipal;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MANOEL SABOIA DOS SANTOS;12022063;AC;Assis Brasil;Rural;A escola não está em área de localização diferenciada;Pública;"SGAL. GUANABARA COL. DIVISAO II, 69935-000 Assis Brasil - AC.";(68) 999836076;Municipal;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC HENRIQUE PASCOAL;12022071;AC;Assis Brasil;Rural;A escola não está em área de localização diferenciada;Pública;"SGAL. ICURIA, COL MULUNGU RESEX CHICO MENDES, ZONA RURAL. 69935-000 Assis Brasil - AC.";(68) 999836076;Municipal;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC ALTAMIRA;12022080;AC;Assis Brasil;Rural;Área de assentamento;Pública;"SGAL. PA SANTA QUITERIA COL. ALTAMIRA, ZONA RURAL. 69935-000 Assis Brasil - AC.";(68) 999778778;Municipal;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.9407798;-69.5666538
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC SIMON BOLIVAR;12022098;AC;Assis Brasil;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA DOM GIOCONDO MARIA GROTTI, 019 PROXIMO MARCO RONDON. CENTRO. 69935-000 Assis Brasil - AC.";(68) 35481067;Municipal;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;Educação Infantil;Atendimento Educacional Especializado;-10.9426015;-69.5679381
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC CAMINHO DO SABER;12022110;AC;Xapuri;Urbana;A escola não está em área de localização diferenciada;Pública;"CONJUNTO HABITACIONAL CONSTATINO MELO SARKIS, CONSTATINO MELO SARKIS. 69930-000 Xapuri - AC.";(68) 35422732;Municipal;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC JOAQUIM FALCAO MACEDO;12022136;AC;Porto Acre;Rural;A escola não está em área de localização diferenciada;Pública;"BR 317 KM 82 LINHA 09 PROJETO DE ASSENTAMENTO, RURAL. LINHA 09. 69927-000 Porto Acre - AC.";(68) 99719638;Municipal;Não Informado;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC SIRLEI PAIVA DE LIMA II;12022144;AC;Plácido de Castro;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA RAIMUNDO TEOTONIO DE CARVALHO, 129 MUTIRAO II. 69928-000 Plácido de Castro - AC.";(68) 32371549;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;Atendimento Educacional Especializado;-10.32222682;-67.1862958
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MARIA DA CONCEICAO OLIVEIRA;12022217;AC;Epitaciolândia;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA SAO SEBASTIAO, 498 ESCOLA. JOSE HASSEM. 69934-000 Epitaciolândia - AC.";(68) 996007987;Municipal;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-11.0321132;-68.7495085
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC SEBASTIAO BRANDAO DO NASCIMENTO;12022225;AC;Epitaciolândia;Urbana;A escola não está em área de localização diferenciada;Pública;"CAPITAO PEDRO DE VASCONCELOS, 265 EM FRENT PREFEITURA. AEROPORTO. 69934-000 Epitaciolândia - AC.";(68) 35465770;Municipal;Não Informado;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-11.0305504;-68.7385563
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC DOMINGOS LEITE;12022250;AC;Santa Rosa do Purus;Rural;Área de assentamento;Pública;"SERINGAL SANTA HELENA, S/N ALTO RIO PURUS. ZONA RURAL. 69955-000 Santa Rosa do Purus - AC.";(68) 36151066;Municipal;Não Informado;Não;Não;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INDIGENA SAO JOSE;12022268;AC;Santa Rosa do Purus;Rural;Terra indígena;Pública;"T.I ALDEIA MORADA NOVA, S/N RIO PURUS. ZONA RURAL. 69955-000 Santa Rosa do Purus - AC.";(68) 36151066;Municipal;Não Informado;Não;Não;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC ESC PARAISO DA CRIANCA;12022284;AC;Bujari;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA JOSE ACRISIO ALVES DE MELO MACIEL, 208 NA RUA DO FORUM. CENTRO. 69926-000 Bujari - AC.";(68) 992048358;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-9.8226462;-67.9509491
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC SANTA CECILIA;12022292;AC;Bujari;Rural;A escola não está em área de localização diferenciada;Pública;"RUA BR364 KM 86 RIO ANTIMARY, ZONA RURAL. 69926-000 Bujari - AC.";(68) 999114593;Municipal;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";Atividade Complementar;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC IHUTANAN NOGUEIRA DA COSTA;12022322;AC;Feijó;Rural;A escola não está em área de localização diferenciada;Pública;"ALTO RIO ENVIRA - SERINGAL AJUBIM, S/N ZONA RURAL. 69960-000 Feijó - AC.";(68) 34634002;Municipal;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC JOSE MARIA DE CASTRO;12022349;AC;Feijó;Rural;A escola não está em área de localização diferenciada;Pública;"SERINGAL BENFICA - RAMAL BOM FUTURO, S/N ZONA RURAL. 69960-000 Feijó - AC.";(68) 34634002;Municipal;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC SANTOS DUMONT;12022357;AC;Feijó;Rural;A escola não está em área de localização diferenciada;Pública;"RIO JURUPARI - SERINGAL VENEZA, S/N COL. VENEZA. ZONA RURAL. 69960-000 Feijó - AC.";(68) 34634002;Municipal;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INDIGENA FRANCISCO LESSA;12022365;AC;Tarauacá;Rural;Terra indígena;Pública;"TERRA INDIGENA RIO GREGORIO ALDEIA ESCONDIDO, 69970-000 Tarauacá - AC.";;Estadual;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INDIGENA IGARAPE DO ANJO;12022373;AC;Feijó;Rural;Terra indígena;Pública;"ALDEIA IGARAPE DO ANJO - ALTO RIO ENVIRA, 69960-000 Feijó - AC.";(68) 34632132;Estadual;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC JOSE ROBEMIR VIANA DE SOUZA;12022381;AC;Feijó;Rural;A escola não está em área de localização diferenciada;Pública;"BR 364 KM 33 - CENTRAL - SERINGAL BOA VISTA - IGARAPE MASSIPIRA - FEIJO/MANOEL URBANO, S/N ZONA RURAL. 69960-000 Feijó - AC.";(68) 34634002;Municipal;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC ARGENTINA SANTOS DA SILVA;12022438;AC;Feijó;Rural;A escola não está em área de localização diferenciada;Pública;"BR 364 - KM 33, SENTIDO FEIJO/MANUEL URBANO, S/N ZONA RURAL. 69960-000 Feijó - AC.";(68) 34632132;Estadual;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC FRANCISCO TEIXEIRA GUIMARAES;12022454;AC;Feijó;Rural;A escola não está em área de localização diferenciada;Pública;"SERINGAL FLORESTA RIO PARANA DO OURO, S/N ZONA RURAL. 69960-000 Feijó - AC.";(68) 34634002;Municipal;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC ANTONIO FEITOSA;12022462;AC;Feijó;Rural;A escola não está em área de localização diferenciada;Pública;"P.A. BERLIM RECREIO - RAMAL DO OSORIO, S/N ZONA RURAL. 69960-000 Feijó - AC.";(68) 34634002;Municipal;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC CHRIZARUBINA LEITAO ABRAHAO;12022489;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA ADERBAL BRASIL, 289 CONJUNTO MANOEL JULIAO. 69918-430 Rio Branco - AC.";(68) 992200748;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-9.956213333;-67.83395167
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC FREI PELEGRINO DE LIMA;12022497;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA ACRE, 309 AEROPORTO VELHO. 69911-057 Rio Branco - AC.";(68) 32252101;Municipal;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;Educação Infantil;Atendimento Educacional Especializado;-9.991598183;-67.81999737
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MARIA OLIVIA SA DE MESQUITA;12022500;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA NORDESTE, 434 TUCUMA. 69919-778 Rio Branco - AC.";(68) 32294009;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-9.9511437;-67.8576499
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INFANTIL TERESINHA KALUME;12022527;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA AMOTY PASCOAL, 44 CONJUNTO RUI LINO. 69919-862 Rio Branco - AC.";;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;Atendimento Educacional Especializado;-9.9494542;-67.8540662
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INFANTIL CASULO;12022535;AC;Feijó;Urbana;A escola não está em área de localização diferenciada;Pública;"EDINALDO GOMES FERREIRA, 490 ESCOLA. BELA VISTA. 69960-000 Feijó - AC.";(68) 34632012;Municipal;Não Informado;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;Educação Infantil;Atendimento Educacional Especializado;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC OSORIO LINS WANDERLEY;12022543;AC;Feijó;Rural;A escola não está em área de localização diferenciada;Pública;"ALTO RIO ENVIRA - SERINGAL 04 JOTAS, S/N ZONA RURAL. 69960-000 Feijó - AC.";(68) 34634002;Municipal;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC ADELIO GOMES LEITAO;12022551;AC;Feijó;Rural;A escola não está em área de localização diferenciada;Pública;"BAIXO RIO ENVIRA - SERINGAL SANTO AMARO, S/N ZONA RURAL. 69960-000 Feijó - AC.";(68) 34634002;Municipal;Não Informado;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC GABRIEL FELIX DE AGUIAR;12022586;AC;Feijó;Rural;A escola não está em área de localização diferenciada;Pública;"ALTO RIO ENVIRA SERINGAL PORTO RUBIM COL. MOLEZA, S/N ZONA RURAL. 69960-000 Feijó - AC.";(68) 34634002;Municipal;Não Informado;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC DONA TEREZA DE CARVALHO;12022594;AC;Feijó;Rural;A escola não está em área de localização diferenciada;Pública;"RIO PARANA DO OURO - SERINGAL BOA VISTA, S/N ZONA RURAL. 69960-000 Feijó - AC.";(68) 34634002;Municipal;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC IVO NEVES DE SOUZA;12022608;AC;Feijó;Rural;A escola não está em área de localização diferenciada;Pública;"RAMAL MARAVILHA, S/N QUATRO BOCAS. ZONA RURAL. 69960-000 Feijó - AC.";(68) 34634002;Municipal;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INFANTIL FRANCISCA MOREIRA DA SILVA;12022616;AC;Feijó;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA NESTOR FERREIRA BRAGA, 135 ESCOLA. ESPERANCA. 69960-000 Feijó - AC.";(68) 999330013;Municipal;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;Educação Infantil;Atendimento Educacional Especializado;-8.166983;-70.3454602
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC VALDIVA DE CASTRO DOS SANTOS;12022624;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA GUMERCINDO BESSA, 231 QUADRA F. CONJUNTO UNIVERSITARIO. 69917-738 Rio Branco - AC.";(68) 32240432;Municipal;Não Informado;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;Educação Infantil;Atendimento Educacional Especializado;-9.94614146;-67.885606
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC VOVO MOCINHA;12022632;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA AYRTON SENNA, 123 CONJUNTO XAVIER MAIA. 69903-014 Rio Branco - AC.";(68) 32283656;Municipal;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;Educação Infantil;Atendimento Educacional Especializado;-9.9394498;-67.8147113
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC CRECHE BEM-TE-VI;12022640;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA EUCLIDES DA CUNHA, 137 CONJUNTO ESPERANCA. 69915-168 Rio Branco - AC.";(68) 32265123;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-9.972358402;-67.83492853
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INDIGENA SANTA JULIA BILLIART;12022667;AC;Jordão;Rural;Terra indígena;Pública;"ALDEIA BOA ESPERANCA - ALTO RIO JORDAO, 69975-000 Jordão - AC.";(68) 984222096;Municipal;Não Informado;Não;Não;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INFANTIL MENINO JESUS;12022675;AC;Manoel Urbano;Urbana;A escola não está em área de localização diferenciada;Pública;"CHAGAS SABINO, S/Nº ANIBAL SARAIVA. 69950-000 Manoel Urbano - AC.";(68) 36111089;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;Atendimento Educacional Especializado;-8.8402357;-69.2619903
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC FRANCISCO PEREIRA FILHO;12022683;AC;Manoel Urbano;Rural;A escola não está em área de localização diferenciada;Pública;"SERINGAL AREZ ALTO RIO PURUS, S/N ALTO RIO PURUS. 69950-000 Manoel Urbano - AC.";(68) 36111089;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC NAZARE DE SOUZA;12022721;AC;Sena Madureira;Rural;Área de assentamento;Pública;"ESTRADA LINHA SECA - RAMAL DO CASSABORA KM 45, 69940-000 Sena Madureira - AC.";(68) 99858138;Municipal;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;;
